,index,latitude,locationid,longitude,year,costs,trainees_total,trainees_pass
5682,1648,34.58194444,6AL3,85.75555556,2004,2349,57816,30
5683,16648,34.58194444,6AL3,85.75555556,2005,298,46452,90
5684,13648,34.58194444,6AL3,85.75555556,2006,261,32045,56
5685,10648,34.58194444,6AL3,85.75555556,2007,1980,31725,396
5686,5648,34.58194444,6AL3,85.75555556,2008,2500,11305,186
5687,11648,34.58194444,6AL3,85.75555556,2009,2948,22176,87
5688,9648,34.58194444,6AL3,85.75555556,2010,1710,51786,350
5689,14648,34.58194444,6AL3,85.75555556,2011,1334,21508,19
5690,12648,34.58194444,6AL3,85.75555556,2012,4130,7922,156
5691,7648,34.58194444,6AL3,85.75555556,2013,53,27914,340
5692,4648,34.58194444,6AL3,85.75555556,2014,2658,68704,576
5693,648,34.58194444,6AL3,85.75555556,2015,910,75447,477
5694,15648,34.58194444,6AL3,85.75555556,2016,785,60480,344
5695,3585,31.38861111,6AL6,88.0925,2000,6811,28998,455
5696,15585,31.38861111,6AL6,88.0925,2001,182,10535,88
5697,2585,31.38861111,6AL6,88.0925,2002,5157,16401,196
5698,13585,31.38861111,6AL6,88.0925,2003,1722,38802,80
5699,14585,31.38861111,6AL6,88.0925,2004,2007,79398,90
5700,12585,31.38861111,6AL6,88.0925,2005,940,13440,530
5701,5585,31.38861111,6AL6,88.0925,2006,6831,33490,29
5702,7585,31.38861111,6AL6,88.0925,2007,1860,30150,180
5703,8585,31.38861111,6AL6,88.0925,2008,2365,4009,182
5704,585,31.38861111,6AL6,88.0925,2009,3468,29007,34
5705,9585,31.38861111,6AL6,88.0925,2010,5770,40338,112
5706,10585,31.38861111,6AL6,88.0925,2011,558,58216,99
5707,1585,31.38861111,6AL6,88.0925,2012,3485,12308,328
5708,4585,31.38861111,6AL6,88.0925,2013,813,29036,690
5709,11585,31.38861111,6AL6,88.0925,2014,2100,47500,675
5710,6585,31.38861111,6AL6,88.0925,2015,1980,65487,225
5711,16585,31.38861111,6AL6,88.0925,2016,1965,53200,592
5712,7772,36.27777778,6AR1,94.19666667,2000,1792,26892,225
5713,2772,36.27777778,6AR1,94.19666667,2001,912,6965,34
5714,772,36.27777778,6AR1,94.19666667,2002,7533,33341,192
5715,12772,36.27777778,6AR1,94.19666667,2003,126,48807,90
5716,15772,36.27777778,6AR1,94.19666667,2004,3780,33561,33
5717,16772,36.27777778,6AR1,94.19666667,2005,1816,10416,600
5718,8772,36.27777778,6AR1,94.19666667,2006,3699,13260,17
5719,4772,36.27777778,6AR1,94.19666667,2007,628,37935,216
5720,6772,36.27777778,6AR1,94.19666667,2008,1015,6346,78
5721,11772,36.27777778,6AR1,94.19666667,2009,3868,60390,20
5722,1772,36.27777778,6AR1,94.19666667,2010,2520,22248,140
5723,5772,36.27777778,6AR1,94.19666667,2011,12,74252,54
5724,14772,36.27777778,6AR1,94.19666667,2012,1620,11560,292
5725,9772,36.27777778,6AR1,94.19666667,2013,20,21454,350
5726,3772,36.27777778,6AR1,94.19666667,2014,1311,52972,333
5727,13772,36.27777778,6AR1,94.19666667,2015,1422,37184,162
5728,10772,36.27777778,6AR1,94.19666667,2016,1435,48580,336
5729,771,35.02027778,6AR2,93.065,2000,2737,8424,170
5730,15771,35.02027778,6AR2,93.065,2001,932,33425,85
5731,1771,35.02027778,6AR2,93.065,2002,8721,59444,376
5732,14771,35.02027778,6AR2,93.065,2003,1310,64989,94
5733,4771,35.02027778,6AR2,93.065,2004,351,40986,213
5734,8771,35.02027778,6AR2,93.065,2005,1402,30912,20
5735,5771,35.02027778,6AR2,93.065,2006,5850,81005,73
5736,6771,35.02027778,6AR2,93.065,2007,28,18900,522
5737,9771,35.02027778,6AR2,93.065,2008,1825,18297,30
5738,3771,35.02027778,6AR2,93.065,2009,396,69696,34
5739,10771,35.02027778,6AR2,93.065,2010,3920,31968,280
5740,12771,35.02027778,6AR2,93.065,2011,1586,68400,48
5741,13771,35.02027778,6AR2,93.065,2012,3275,25602,56
5742,2771,35.02027778,6AR2,93.065,2013,996,12512,890
5743,16771,35.02027778,6AR2,93.065,2014,1542,25232,216
5744,7771,35.02027778,6AR2,93.065,2015,344,23738,648
5745,11771,35.02027778,6AR2,93.065,2016,2415,38500,552
5746,11814,36.41527778,6AR9,92.69444444,2000,3458,79542,5
5747,5814,36.41527778,6AR9,92.69444444,2001,1278,12635,17
5748,6814,36.41527778,6AR9,92.69444444,2002,3699,41734,252
5749,13814,36.41527778,6AR9,92.69444444,2003,620,28188,138
5750,9814,36.41527778,6AR9,92.69444444,2004,495,12078,21
5751,2814,36.41527778,6AR9,92.69444444,2005,894,54432,310
5752,8814,36.41527778,6AR9,92.69444444,2006,4698,21930,78
5753,7814,36.41527778,6AR9,92.69444444,2007,1674,17595,288
5754,10814,36.41527778,6AR9,92.69444444,2008,3580,4389,200
5755,14814,36.41527778,6AR9,92.69444444,2009,476,89496,55
5756,16814,36.41527778,6AR9,92.69444444,2010,8290,18090,133
5757,12814,36.41527778,6AR9,92.69444444,2011,1320,11476,45
5758,4814,36.41527778,6AR9,92.69444444,2012,4865,19516,292
5759,1814,36.41527778,6AR9,92.69444444,2013,25,4250,460
5760,3814,36.41527778,6AR9,92.69444444,2014,1386,9500,504
5761,15814,36.41527778,6AR9,92.69444444,2015,306,52041,621
5762,814,36.41527778,6AR9,92.69444444,2016,1835,46690,256
5763,14458,63.32944444,6K8,142.9536111,2000,1260,44469,60
5764,2458,63.32944444,6K8,142.9536111,2001,1748,29540,51
5765,4458,63.32944444,6K8,142.9536111,2002,6606,23870,52
5766,5458,63.32944444,6K8,142.9536111,2003,94,17748,126
5767,11458,63.32944444,6K8,142.9536111,2004,2880,76230,225
5768,1458,63.32944444,6K8,142.9536111,2005,780,80304,260
5769,15458,63.32944444,6K8,142.9536111,2006,8622,57630,77
5770,3458,63.32944444,6K8,142.9536111,2007,1192,22815,378
5771,13458,63.32944444,6K8,142.9536111,2008,1210,3572,148
5772,8458,63.32944444,6K8,142.9536111,2009,2160,38511,34
5773,12458,63.32944444,6K8,142.9536111,2010,4270,30888,238
5774,6458,63.32944444,6K8,142.9536111,2011,910,67336,37
5775,9458,63.32944444,6K8,142.9536111,2012,4075,11526,156
5776,10458,63.32944444,6K8,142.9536111,2013,925,7038,980
5777,16458,63.32944444,6K8,142.9536111,2014,2943,9652,306
5778,7458,63.32944444,6K8,142.9536111,2015,644,15521,531
5779,458,63.32944444,6K8,142.9536111,2016,4755,63840,24
5780,14839,34.75916667,6M0,91.63805556,2000,1715,18225,475
5781,8839,34.75916667,6M0,91.63805556,2001,826,20300,76
5782,2839,34.75916667,6M0,91.63805556,2002,5742,10472,152
5783,7839,34.75916667,6M0,91.63805556,2003,1682,39846,200
5784,3839,34.75916667,6M0,91.63805556,2004,6282,43659,51
5785,9839,34.75916667,6M0,91.63805556,2005,1236,79212,800
5786,4839,34.75916667,6M0,91.63805556,2006,1512,24650,16
5787,839,34.75916667,6M0,91.63805556,2007,464,12420,117
5788,15839,34.75916667,6M0,91.63805556,2008,1695,12559,98
5789,5839,34.75916667,6M0,91.63805556,2009,436,98208,8
5790,11839,34.75916667,6M0,91.63805556,2010,5410,8046,7
5791,6839,34.75916667,6M0,91.63805556,2011,786,51452,5
5792,16839,34.75916667,6M0,91.63805556,2012,2915,31722,176
5793,12839,34.75916667,6M0,91.63805556,2013,931,25942,850
5794,13839,34.75916667,6M0,91.63805556,2014,1734,72580,702
5795,10839,34.75916667,6M0,91.63805556,2015,998,42164,414
5796,1839,34.75916667,6M0,91.63805556,2016,2990,51450,272
5797,2848,36.22138889,6M2,91.75555556,2000,4186,72900,320
5798,848,36.22138889,6M2,91.75555556,2001,1838,15925,62
5799,16848,36.22138889,6M2,91.75555556,2002,7749,74767,316
5800,14848,36.22138889,6M2,91.75555556,2003,1066,85956,190
5801,6848,36.22138889,6M2,91.75555556,2004,6120,59103,33
5802,3848,36.22138889,6M2,91.75555556,2005,1124,61656,60
5803,11848,36.22138889,6M2,91.75555556,2006,6543,39355,54
5804,1848,36.22138889,6M2,91.75555556,2007,274,11700,441
5805,5848,36.22138889,6M2,91.75555556,2008,3085,10735,106
5806,9848,36.22138889,6M2,91.75555556,2009,448,26235,7
5807,13848,36.22138889,6M2,91.75555556,2010,3870,16146,231
5808,4848,36.22138889,6M2,91.75555556,2011,1354,26676,17
5809,12848,36.22138889,6M2,91.75555556,2012,2860,8364,40
5810,15848,36.22138889,6M2,91.75555556,2013,907,21386,810
5811,7848,36.22138889,6M2,91.75555556,2014,1782,49400,486
5812,10848,36.22138889,6M2,91.75555556,2015,1530,37848,216
5813,8848,36.22138889,6M2,91.75555556,2016,1320,42280,456
5814,15877,34.78277778,6M7,90.81,2000,2793,70794,385
5815,16877,34.78277778,6M7,90.81,2001,788,22085,56
5816,11877,34.78277778,6M7,90.81,2002,2907,60830,52
5817,3877,34.78277778,6M7,90.81,2003,546,36888,114
5818,6877,34.78277778,6M7,90.81,2004,4032,31977,285
5819,877,34.78277778,6M7,90.81,2005,90,66024,830
5820,2877,34.78277778,6M7,90.81,2006,3834,16490,33
5821,8877,34.78277778,6M7,90.81,2007,1574,36450,648
5822,4877,34.78277778,6M7,90.81,2008,1165,6498,180
5823,14877,34.78277778,6M7,90.81,2009,3732,70983,1
5824,5877,34.78277778,6M7,90.81,2010,3920,49680,546
5825,10877,34.78277778,6M7,90.81,2011,1286,55328,2
5826,7877,34.78277778,6M7,90.81,2012,1500,12954,188
5827,1877,34.78277778,6M7,90.81,2013,902,18156,40
5828,13877,34.78277778,6M7,90.81,2014,1512,36100,612
5829,9877,34.78277778,6M7,90.81,2015,922,53452,99
5830,12877,34.78277778,6M7,90.81,2016,1700,14350,384
5831,15878,35.53555556,6M8,90.4,2000,2674,10125,80
5832,1878,35.53555556,6M8,90.4,2001,986,11025,43
5833,878,35.53555556,6M8,90.4,2002,1809,64526,392
5834,12878,35.53555556,6M8,90.4,2003,576,84129,120
5835,11878,35.53555556,6M8,90.4,2004,8766,43758,234
5836,2878,35.53555556,6M8,90.4,2005,784,57204,770
5837,9878,35.53555556,6M8,90.4,2006,3096,56100,40
5838,8878,35.53555556,6M8,90.4,2007,966,20385,198
5839,5878,35.53555556,6M8,90.4,2008,1995,11248,82
5840,7878,35.53555556,6M8,90.4,2009,212,65835,36
5841,6878,35.53555556,6M8,90.4,2010,3600,14850,385
5842,3878,35.53555556,6M8,90.4,2011,1154,36176,57
5843,16878,35.53555556,6M8,90.4,2012,2985,22134,208
5844,10878,35.53555556,6M8,90.4,2013,578,23936,560
5845,4878,35.53555556,6M8,90.4,2014,198,20064,297
5846,13878,35.53555556,6M8,90.4,2015,1528,59013,45
5847,14878,35.53555556,6M8,90.4,2016,2355,37030,352
5848,11312,57.21805556,6R7,153.2697222,2000,4879,30699,345
5849,3312,57.21805556,6R7,153.2697222,2001,1242,12600,8
5850,2312,57.21805556,6R7,153.2697222,2002,8271,24794,400
5851,9312,57.21805556,6R7,153.2697222,2003,1412,58899,74
5852,16312,57.21805556,6R7,153.2697222,2004,5085,39006,36
5853,1312,57.21805556,6R7,153.2697222,2005,1880,54180,690
5854,12312,57.21805556,6R7,153.2697222,2006,3429,24225,37
5855,6312,57.21805556,6R7,153.2697222,2007,532,14625,450
5856,10312,57.21805556,6R7,153.2697222,2008,210,13927,162
5857,14312,57.21805556,6R7,153.2697222,2009,864,63162,63
5858,7312,57.21805556,6R7,153.2697222,2010,30,24516,210
5859,4312,57.21805556,6R7,153.2697222,2011,1648,44688,97
5860,13312,57.21805556,6R7,153.2697222,2012,2315,24276,324
5861,15312,57.21805556,6R7,153.2697222,2013,537,28696,840
5862,5312,57.21805556,6R7,153.2697222,2014,2127,29868,225
5863,312,57.21805556,6R7,153.2697222,2015,1108,44488,153
5864,8312,57.21805556,6R7,153.2697222,2016,2825,66850,480
5865,16663,32.26722222,70A,87.71861111,2000,6664,77274,35
5866,9663,32.26722222,70A,87.71861111,2001,1838,26635,100
5867,11663,32.26722222,70A,87.71861111,2002,2088,39193,36
5868,10663,32.26722222,70A,87.71861111,2003,1308,54027,86
5869,14663,32.26722222,70A,87.71861111,2004,8415,61281,30
5870,663,32.26722222,70A,87.71861111,2005,1426,78792,420
5871,4663,32.26722222,70A,87.71861111,2006,3204,51510,90
5872,2663,32.26722222,70A,87.71861111,2007,1362,5850,567
5873,13663,32.26722222,70A,87.71861111,2008,1870,13699,36
5874,1663,32.26722222,70A,87.71861111,2009,2592,24552,90
5875,6663,32.26722222,70A,87.71861111,2010,7090,25542,350
5876,15663,32.26722222,70A,87.71861111,2011,1622,63916,18
5877,12663,32.26722222,70A,87.71861111,2012,290,27710,328
5878,8663,32.26722222,70A,87.71861111,2013,800,9078,770
5879,3663,32.26722222,70A,87.71861111,2014,921,46512,342
5880,7663,32.26722222,70A,87.71861111,2015,718,8715,585
5881,5663,32.26722222,70A,87.71861111,2016,1795,59850,760
5882,15400,60.51777778,70AK,150.9597222,2000,6237,25434,75
5883,3400,60.51777778,70AK,150.9597222,2001,1372,23170,87
5884,7400,60.51777778,70AK,150.9597222,2002,1890,9933,76
5885,12400,60.51777778,70AK,150.9597222,2003,232,77517,44
5886,400,60.51777778,70AK,150.9597222,2004,2547,29106,15
5887,14400,60.51777778,70AK,150.9597222,2005,1088,77616,140
5888,4400,60.51777778,70AK,150.9597222,2006,5391,69700,36
5889,2400,60.51777778,70AK,150.9597222,2007,1678,20655,693
5890,8400,60.51777778,70AK,150.9597222,2008,4910,14364,158
5891,1400,60.51777778,70AK,150.9597222,2009,2020,19503,91
5892,11400,60.51777778,70AK,150.9597222,2010,1260,44820,525
5893,5400,60.51777778,70AK,150.9597222,2011,1540,37240,6
5894,6400,60.51777778,70AK,150.9597222,2012,2500,32368,280
5895,13400,60.51777778,70AK,150.9597222,2013,887,22406,320
5896,16400,60.51777778,70AK,150.9597222,2014,2436,48336,900
5897,10400,60.51777778,70AK,150.9597222,2015,190,78684,513
5898,9400,60.51777778,70AK,150.9597222,2016,1315,25970,696
5899,8823,35.99444444,70AR,89.99722222,2000,4949,35640,375
5900,2823,35.99444444,70AR,89.99722222,2001,1316,19285,99
5901,3823,35.99444444,70AR,89.99722222,2002,8667,56441,216
5902,6823,35.99444444,70AR,89.99722222,2003,1850,39585,190
5903,12823,35.99444444,70AR,89.99722222,2004,846,85041,192
5904,13823,35.99444444,70AR,89.99722222,2005,206,13524,100
5905,14823,35.99444444,70AR,89.99722222,2006,8865,82110,14
5906,11823,35.99444444,70AR,89.99722222,2007,1176,29205,693
5907,9823,35.99444444,70AR,89.99722222,2008,385,17081,78
5908,1823,35.99444444,70AR,89.99722222,2009,1232,99000,34
5909,823,35.99444444,70AR,89.99722222,2010,6750,7938,280
5910,7823,35.99444444,70AR,89.99722222,2011,418,33060,24
5911,15823,35.99444444,70AR,89.99722222,2012,4000,14280,48
5912,5823,35.99444444,70AR,89.99722222,2013,951,33728,10
5913,4823,35.99444444,70AR,89.99722222,2014,1002,49552,729
5914,10823,35.99444444,70AR,89.99722222,2015,1804,18260,450
5915,16823,35.99444444,70AR,89.99722222,2016,4315,23590,648
5916,4696,31.96861111,71A,87.59555556,2000,6433,73062,470
5917,14696,31.96861111,71A,87.59555556,2001,1024,20475,73
5918,5696,31.96861111,71A,87.59555556,2002,3447,69531,24
5919,2696,31.96861111,71A,87.59555556,2003,940,60900,158
5920,11696,31.96861111,71A,87.59555556,2004,5535,81675,93
5921,13696,31.96861111,71A,87.59555556,2005,1134,17808,710
5922,12696,31.96861111,71A,87.59555556,2006,234,28985,69
5923,7696,31.96861111,71A,87.59555556,2007,616,17505,603
5924,9696,31.96861111,71A,87.59555556,2008,3045,7220,184
5925,10696,31.96861111,71A,87.59555556,2009,1932,79299,86
5926,15696,31.96861111,71A,87.59555556,2010,1640,13284,609
5927,1696,31.96861111,71A,87.59555556,2011,452,34504,54
5928,3696,31.96861111,71A,87.59555556,2012,4250,24038,8
5929,696,31.96861111,71A,87.59555556,2013,956,24616,880
5930,8696,31.96861111,71A,87.59555556,2014,2550,41496,405
5931,16696,31.96861111,71A,87.59555556,2015,1584,33366,315
5932,6696,31.96861111,71A,87.59555556,2016,430,18970,664
5933,5483,61.52777778,71AK,149.4963889,2000,6426,80595,230
5934,14483,61.52777778,71AK,149.4963889,2001,276,21385,53
5935,11483,61.52777778,71AK,149.4963889,2002,5724,51667,240
5936,3483,61.52777778,71AK,149.4963889,2003,1396,54114,56
5937,483,61.52777778,71AK,149.4963889,2004,1818,96228,159
5938,10483,61.52777778,71AK,149.4963889,2005,1550,41412,120
5939,1483,61.52777778,71AK,149.4963889,2006,1026,43350,82
5940,15483,61.52777778,71AK,149.4963889,2007,720,42885,477
5941,6483,61.52777778,71AK,149.4963889,2008,3055,3800,114
5942,16483,61.52777778,71AK,149.4963889,2009,1948,62370,58
5943,9483,61.52777778,71AK,149.4963889,2010,4140,7776,280
5944,13483,61.52777778,71AK,149.4963889,2011,874,61560,84
5945,4483,61.52777778,71AK,149.4963889,2012,4640,28016,296
5946,12483,61.52777778,71AK,149.4963889,2013,350,11628,940
5947,8483,61.52777778,71AK,149.4963889,2014,285,10488,333
5948,2483,61.52777778,71AK,149.4963889,2015,1524,75032,252
5949,7483,61.52777778,71AK,149.4963889,2016,1530,41020,408
5950,691,31.43194444,71J,85.62055556,2000,357,27864,350
5951,5691,31.43194444,71J,85.62055556,2001,1658,4375,82
5952,3691,31.43194444,71J,85.62055556,2002,5607,61523,232
5953,13691,31.43194444,71J,85.62055556,2003,1746,14529,26
5954,4691,31.43194444,71J,85.62055556,2004,6858,80685,201
5955,8691,31.43194444,71J,85.62055556,2005,1856,64932,710
5956,6691,31.43194444,71J,85.62055556,2006,4320,57035,99
5957,16691,31.43194444,71J,85.62055556,2007,54,34695,711
5958,7691,31.43194444,71J,85.62055556,2008,305,7866,156
5959,12691,31.43194444,71J,85.62055556,2009,408,81774,74
5960,9691,31.43194444,71J,85.62055556,2010,2960,20736,343
5961,2691,31.43194444,71J,85.62055556,2011,310,47956,90
5962,1691,31.43194444,71J,85.62055556,2012,2060,12954,220
5963,10691,31.43194444,71J,85.62055556,2013,629,13770,620
5964,14691,31.43194444,71J,85.62055556,2014,990,27892,549
5965,11691,31.43194444,71J,85.62055556,2015,1504,66732,522
5966,15691,31.43194444,71J,85.62055556,2016,3995,68040,232
5967,2759,35.04861111,73AR,92.05361111,2000,329,77679,500
5968,14759,35.04861111,73AR,92.05361111,2001,326,19005,63
5969,3759,35.04861111,73AR,92.05361111,2002,2025,47278,60
5970,13759,35.04861111,73AR,92.05361111,2003,856,23316,172
5971,4759,35.04861111,73AR,92.05361111,2004,6957,70488,201
5972,6759,35.04861111,73AR,92.05361111,2005,712,73248,130
5973,10759,35.04861111,73AR,92.05361111,2006,2511,35785,4
5974,759,35.04861111,73AR,92.05361111,2007,792,4770,63
5975,8759,35.04861111,73AR,92.05361111,2008,2125,16910,152
5976,7759,35.04861111,73AR,92.05361111,2009,2076,45639,10
5977,1759,35.04861111,73AR,92.05361111,2010,7380,28026,266
5978,5759,35.04861111,73AR,92.05361111,2011,1144,64372,94
5979,15759,35.04861111,73AR,92.05361111,2012,3540,21182,132
5980,16759,35.04861111,73AR,92.05361111,2013,886,5882,970
5981,9759,35.04861111,73AR,92.05361111,2014,156,60268,468
5982,11759,35.04861111,73AR,92.05361111,2015,610,21331,81
5983,12759,35.04861111,73AR,92.05361111,2016,270,66710,320
5984,15219,60.59305556,75AK,151.3280556,2000,651,28350,385
5985,13219,60.59305556,75AK,151.3280556,2001,36,27195,19
5986,1219,60.59305556,75AK,151.3280556,2002,5436,59059,372
5987,11219,60.59305556,75AK,151.3280556,2003,1372,43587,118
5988,6219,60.59305556,75AK,151.3280556,2004,4221,24453,300
5989,12219,60.59305556,75AK,151.3280556,2005,1064,28056,710
5990,16219,60.59305556,75AK,151.3280556,2006,3978,48025,43
5991,5219,60.59305556,75AK,151.3280556,2007,434,15750,180
5992,219,60.59305556,75AK,151.3280556,2008,3265,17955,120
5993,10219,60.59305556,75AK,151.3280556,2009,3316,10197,95
5994,8219,60.59305556,75AK,151.3280556,2010,2910,52758,672
5995,3219,60.59305556,75AK,151.3280556,2011,1386,35644,97
5996,14219,60.59305556,75AK,151.3280556,2012,2560,4046,68
5997,7219,60.59305556,75AK,151.3280556,2013,349,5882,450
5998,9219,60.59305556,75AK,151.3280556,2014,462,50692,450
5999,4219,60.59305556,75AK,151.3280556,2015,430,8549,810
6000,2219,60.59305556,75AK,151.3280556,2016,2885,36120,232
6001,5844,36.29611111,75AR,92.21611111,2000,4956,17739,405
6002,14844,36.29611111,75AR,92.21611111,2001,968,33845,13
6003,4844,36.29611111,75AR,92.21611111,2002,7425,41580,252
6004,9844,36.29611111,75AR,92.21611111,2003,1224,23142,184
6005,3844,36.29611111,75AR,92.21611111,2004,5670,18513,87
6006,6844,36.29611111,75AR,92.21611111,2005,1920,12264,260
6007,844,36.29611111,75AR,92.21611111,2006,8892,71910,16
6008,11844,36.29611111,75AR,92.21611111,2007,1394,27675,153
6009,10844,36.29611111,75AR,92.21611111,2008,2585,5529,98
6010,7844,36.29611111,75AR,92.21611111,2009,3464,54648,98
6011,12844,36.29611111,75AR,92.21611111,2010,7140,47250,21
6012,16844,36.29611111,75AR,92.21611111,2011,1750,57076,27
6013,1844,36.29611111,75AR,92.21611111,2012,2930,32334,164
6014,8844,36.29611111,75AR,92.21611111,2013,601,23766,120
6015,13844,36.29611111,75AR,92.21611111,2014,690,53580,270
6016,15844,36.29611111,75AR,92.21611111,2015,1654,47227,135
6017,2844,36.29611111,75AR,92.21611111,2016,1310,14070,248
6018,7116,64.4675,76AK,144.9208333,2000,4571,69255,205
6019,16116,64.4675,76AK,144.9208333,2001,962,23555,53
6020,2116,64.4675,76AK,144.9208333,2002,4419,51513,148
6021,15116,64.4675,76AK,144.9208333,2003,1686,16356,32
6022,6116,64.4675,76AK,144.9208333,2004,6714,80982,177
6023,10116,64.4675,76AK,144.9208333,2005,788,30492,200
6024,9116,64.4675,76AK,144.9208333,2006,5364,71060,49
6025,1116,64.4675,76AK,144.9208333,2007,380,18315,693
6026,11116,64.4675,76AK,144.9208333,2008,60,8227,118
6027,12116,64.4675,76AK,144.9208333,2009,2448,87120,36
6028,14116,64.4675,76AK,144.9208333,2010,7940,6480,70
6029,8116,64.4675,76AK,144.9208333,2011,1896,59432,54
6030,13116,64.4675,76AK,144.9208333,2012,4380,20808,220
6031,5116,64.4675,76AK,144.9208333,2013,786,21454,780
6032,3116,64.4675,76AK,144.9208333,2014,2643,62852,18
6033,116,64.4675,76AK,144.9208333,2015,1440,62250,567
6034,4116,64.4675,76AK,144.9208333,2016,1615,55930,360
6035,2277,58.9275,76Z,157.0472222,2000,6181,42282,330
6036,13277,58.9275,76Z,157.0472222,2001,350,12565,67
6037,9277,58.9275,76Z,157.0472222,2002,4347,57519,216
6038,16277,58.9275,76Z,157.0472222,2003,1454,69252,64
6039,10277,58.9275,76Z,157.0472222,2004,6975,59697,117
6040,4277,58.9275,76Z,157.0472222,2005,964,29820,910
6041,15277,58.9275,76Z,157.0472222,2006,3564,8670,5
6042,3277,58.9275,76Z,157.0472222,2007,738,20835,108
6043,5277,58.9275,76Z,157.0472222,2008,2355,17936,148
